NDB_NO,SHRT_DESC,WATER_G,ENERG_KCAL,PROTEIN_G,LIPID_TOT_G,ASH_G,CARBOHYDRT_G,FIBER_TD_G,SUGAR_TOT_G,CALCIUM_MG,IRON_MG,MAGNESIUM_MG,PHOSPHORUS_MG,POTASSIUM_MG,SODIUM_MG,ZINC_MG,COPPER_MG,MANGANESE_MG,SELENIUM_ΜG,VIT_C_MG,THIAMIN_MG,RIBOFLAVIN_MG,NIACIN_MG,PANTO_ACID_MG,VIT_B6_MG,FOLATE_TOT_ΜG,FOLIC_ACID_ΜG,FOOD_FOLATE_ΜG,FOLATE_DFE_ΜG,CHOLINE_TOT__MG,VIT_B12_ΜG,VIT_A_IU,VIT_A_RAE,RETINOL_ΜG,ALPHA_CAROT_ΜG,BETA_CAROT_ΜG,BETA_CRYPT_ΜG,LYCOPENE_ΜG,LUT_ZEA__ΜG,VIT_E_MG,VIT_D_ΜG,VIT_D_IU,VIT_K_ΜG,FA_SAT_G,FA_MONO_G,FA_POLY_G,CHOLESTRL_MG,GMWT_1,GMWT_DESC1,GMWT_2,GMWT_DESC2,REFUSE_PCT
15167,oyster,89.04,51,5.71,1.71,0.82,2.72,0,0.62,59,4.61,18,97,156,85,39.3,2.858,0.296,19.7,0,0.018,0.09,0.925,0.223,0.031,7,0,7,7,65,8.75,44,13,13,0,0,0,0,0,0.85,0,1,1,0.474,0.253,0.528,40,84,6 medium,248,1 cup,0
02073,pace,5.7,188,0,0,38.01,56.29,18.8,18.76,,6.75,,,,8068,,,,,45,,,,,,,,,,,,9381,,,,,,,,,,,,0,,,0,5.3,"2 tbsp, (1 serving)",,,0
18958,pan dulce,7.12,445,8.81,16.11,1.68,66.28,1.2,21.86,52,2.52,22,297,94,445,0.82,0.262,0.572,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,"1 piece, (1 serving)",,,0
18289,pancakes,9.05,368,9.77,3.1,4.44,73.65,2.9,16.03,344,3.6,28,600,191,1082,0.72,0.126,0.685,21.6,,0.45,0.267,4.368,0.63,0.171,,,,,18.2,0.32,,,,,,,,,,,,,0.822,1.271,0.928,2,52,.333 cup,28.35,1 oz,0
42200,papad,3.49,371,25.56,3.25,7.82,59.87,18.6,0,143,7.8,271,385,1000,1745,3.4,0.998,1.562,8.3,0,0.277,0.258,1.472,0.917,0.285,219,0,219,219,0.4,0,50,13,13,0,4,0,0,1,0.05,0,0,0.4,1.084,0.532,1.148,4,,,,,0
09228,papaya,43.33,206,0.14,0.55,0.15,55.83,1.5,52.2,21,0.29,6,6,67,9,0.05,0.01,0.01,0.4,3.5,0.015,0.015,0.06,0.015,0.015,,,,,,,6,0,,1,3,1,1,4,,,,0.3,0.268,0.076,0.096,,39,1 piece,,,0
09229,papaya nectar,85.02,57,0.17,0.15,0.15,14.51,0.6,13.91,10,0.34,3,0,31,5,0.15,0.013,0.013,0.3,3,0.006,0.004,0.15,0.054,0.009,2,0,2,2,2,0,361,18,0,0,91,251,0,25,0.24,0,0,0.8,0.047,0.041,0.035,0,250,1 cup,31.2,1 fl oz,0
09226,papayas,88.06,43,0.47,0.26,0.39,10.82,1.7,7.82,20,0.25,21,10,182,8,0.08,0.045,0.04,0.6,60.9,0.023,0.027,0.357,0.191,0.038,37,0,37,37,6.1,0,950,47,0,2,274,589,1828,89,0.3,0,0,2.6,0.081,0.072,0.058,0,145,"1 cup, 1"" pieces",230,"1 cup, mashed",38
02028,paprika,11.24,282,14.14,12.89,7.74,53.99,34.9,10.34,229,21.14,178,314,2280,68,4.33,0.713,1.59,6.3,0.9,0.33,1.23,10.06,2.51,2.141,49,0,49,49,51.5,0,49254,2463,0,595,26162,6186,0,18944,29.1,0,0,80.3,2.14,1.695,7.766,0,2.3,1 tsp,6.8,1 tbsp,0
01185,parmesan cheese,8.6,370,40,5,6.4,40,0,1.5,800,5,40,700,600,1150,3,0.02,,43.3,0,0.05,0.05,0.2,,0.1,25,0,25,25,15.4,1.1,151,40,39,0,13,0,0,0,0.04,0,0,0.4,3.11,1.446,0.186,20,5,1 tablespoon,,,0
02029,parsley,5.89,292,26.63,5.48,11.36,50.64,26.7,7.27,1140,22.04,400,436,2683,452,5.44,0.78,9.81,14.1,125,0.196,2.383,9.943,1.062,0.9,180,0,180,180,97.1,0,1939,97,0,17,1152,4,0,2428,8.96,0,0,1359.5,1.378,0.761,3.124,0,0.5,1 tsp,1.6,1 tbsp,0
11298,parsnips,79.53,75,1.2,0.3,0.98,17.99,4.9,4.8,36,0.59,29,71,375,10,0.59,0.12,0.56,1.8,17,0.09,0.05,0.7,0.6,0.09,67,0,67,67,,0,0,0,0,0,0,0,0,0,1.49,0,0,22.5,0.05,0.112,0.047,0,133,"1 cup, slices",,,15
09231,passionfruit,72.93,97,2.2,0.7,0.8,23.38,10.4,11.2,12,1.6,29,68,348,28,0.1,0.086,,0.6,30,0,0.13,1.5,,0.1,14,0,14,14,7.6,0,1272,64,0,0,743,41,0,0,0.02,0,0,0.7,0.059,0.086,0.411,0,236,1 cup,18,"1 fruit, without refuse",48
09232,passionfruit juice,85.62,51,0.39,0.05,0.34,13.6,0.2,13.4,4,0.24,17,13,278,6,0.05,0.053,,0.1,29.8,0,0.131,1.46,,0.05,7,0,7,7,4,0,717,36,0,0,419,23,0,0,0.01,0,0,0.4,0.004,0.006,0.029,0,247,1 cup,30.9,1 fl oz,0
20091,pasta,10,357,7.46,2.08,1.2,79.26,11,,4,0.93,119,253,294,3,1.79,0.202,0.483,7.9,0,0.231,0.087,2.43,0.484,0.206,25,0,25,25,,0,170,9,0,,,,,,,,,,0.29,0.543,0.924,0,105,1 cup,57,2 oz,0
32008,pasta mix,9.06,349,11.6,1.88,5.94,71.51,2.7,4.97,28,2.75,35,131,204,2152,0.82,0.14,0.655,37.8,2.3,0.86,0.433,5.703,0.595,0.127,122,109,13,198,8.8,0.3,371,25,7,0,208,0,925,37,0.43,0,0,1.1,0.368,0.292,0.497,1,123,1 package,51,1 packet,0
22522,pasta with sliced franks in tomato sauce,78.2,90,4.37,2.38,2.36,12.7,1.6,3.17,60,0.91,14,43,191,287,0.52,0.136,0.129,8,3.8,0.078,0.069,1.157,0.24,0.073,40,13,27,49,12,0.19,198,13,4,0,110,1,7506,5,0.74,0.4,16,1.6,0.791,1.024,0.328,9,252,"1 serving, (1 cup)",,,0
22914,pasta with tomato sauce,82.15,70,2.22,0.44,0.98,14.22,0.9,4,13,0.91,14,39,192,272,0.38,0.054,0.162,9,0,0.058,0.052,1.302,,0.058,31,27,4,50,4.1,0.01,696,36,2,14,407,0,2678,92,0.62,0,0,1.2,0.136,0.088,0.171,1,252,"1 serving, (1 NLEA serving)",238,1 cup,0
07052,pastrami,71.73,139,16.3,6.21,3.98,3.34,0.1,3.34,11,4.2,14,200,345,1123,2.16,0.05,0.013,16.1,8.1,0.055,0.25,3.527,0.58,0.27,5,0,5,5,66.7,0.24,12,4,4,0,7,0,0,0,0.22,0.2,10,0,1.395,1.93,1.42,68,57,2 slices,227,"1 package, (8 oz)",0
18959,pastry,27.26,379,5.48,18.5,0.99,47.76,2.2,17,14,2.12,15,56,103,231,0.42,0.079,0.265,17.5,,0.19,0.117,2.493,0.27,0.053,,,,,,,,,,0,17,3,348,14,0.95,,,12.5,5.535,8.543,2.835,10,86,1 piece,,,0
07053,pate,65.64,201,13.45,13.1,1.26,6.55,0,0,10,9.19,13,175,95,386,2.14,0.18,0.162,46.1,10,0.052,1.401,7.517,2.62,0.26,321,0,321,321,228.8,8.07,724,217,217,0,0,0,0,0,0.98,0,0,0,4,5.28,2.46,391,13,1 tbsp,28.35,1 oz,0
07942,pate truffle,51.8,327,11.2,28.5,2.2,6.3,,,70,3.94,13,200,138,807,2.85,0.4,0.12,41.6,2,0.03,0.6,3.3,1.2,0.06,60,0,60,60,,3.2,15000,4505,991,,0,,,,,,,,10.1,13.6,3.42,105,56,"1 serving, 2 oz",,,0
09251,peach nectar,85.64,54,0.27,0.02,0.15,13.92,0.6,13.32,5,0.19,4,6,40,7,0.08,0.069,0.019,0.2,5.3,0.003,0.014,0.288,0.068,0.007,1,0,1,1,2.4,0,258,13,0,0,128,53,0,37,0.29,0,0,1,0.002,0.008,0.011,0,249,1 cup,31.1,1 fl oz,0
09236,peach,88.87,39,0.91,0.25,0.43,9.54,1.5,8.39,6,0.25,9,20,190,0,0.17,0.068,0.061,0.1,6.6,0.024,0.031,0.806,0.153,0.025,4,0,4,4,6.1,0,326,16,0,0,162,67,0,91,0.73,0,0,2.6,0.019,0.067,0.086,0,154,"1 cup, slices",130,"1 small, (2-1/2"" dia)",4
09236,peaches,88.87,39,0.91,0.25,0.43,9.54,1.5,8.39,6,0.25,9,20,190,0,0.17,0.068,0.061,0.1,6.6,0.024,0.031,0.806,0.153,0.025,4,0,4,4,6.1,0,326,16,0,0,162,67,0,91,0.73,0,0,2.6,0.019,0.067,0.086,0,154,"1 cup, slices",130,"1 small, (2-1/2"" dia)",4
16399,peanut butter ,0.99,608,24.47,54.17,3.37,17,6.1,3.11,45,1.67,191,426,780,356,3.08,0.476,1.85,,,0.055,0.087,12.875,0.87,0.292,,,,,94.5,,,,,,,,,,10.34,,,,9.691,36.614,6.95,,16,1 tbsp,,,0
16099,peanut flour,7.8,327,52.2,0.55,4.75,34.7,15.8,8.22,140,2.1,370,760,1290,180,5.1,1.8,4.9,7.1,0,0.7,0.48,27,2.744,0.504,248,0,248,248,108.7,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.063,0.225,0.143,0,60,1 cup,28.35,1 oz,0
16149,peanut spread,1.93,650,24.8,54.89,4.15,14.23,7.8,6.35,72,2.84,164,350,818,292,3.51,0.76,1.979,9.1,0,0.116,0.122,16.385,1.229,0.471,144,0,144,144,67.4,0,0,0,0,0,0,0,0,0,8.06,0,0,0.6,10.22,26.997,16.266,0,31,2 tbsp,,,0
16087,peanuts,6.5,567,25.8,49.24,2.33,16.13,8.5,4.72,92,4.58,168,376,705,18,3.27,1.144,1.934,7.2,0,0.64,0.135,12.066,1.767,0.348,240,0,240,240,52.5,0,0,0,0,0,0,0,0,0,8.33,0,0,0,6.279,24.426,15.558,0,28.35,1 oz,146,1 cup,0
09262,pear nectar,84.01,60,0.11,0.01,0.1,15.76,0.6,15.16,5,0.26,3,3,13,4,0.07,0.067,0.03,0,1.1,0.002,0.013,0.128,0.022,0.014,1,0,1,1,2,0,1,0,0,0,1,0,0,20,0.05,0,0,1.8,0.001,0.003,0.003,0,250,1 cup,31.2,1 fl oz,0
09252,pear,83.96,57,0.36,0.14,0.32,15.23,3.1,9.75,9,0.18,7,12,116,1,0.1,0.082,0.048,0.1,4.3,0.012,0.026,0.161,0.049,0.029,7,0,7,7,5.1,0,25,1,0,1,14,2,0,44,0.12,0,0,4.4,0.022,0.084,0.094,0,140,"1 cup, slices",161,"1 cup, cubes",10
09252,pears,83.96,57,0.36,0.14,0.32,15.23,3.1,9.75,9,0.18,7,12,116,1,0.1,0.082,0.048,0.1,4.3,0.012,0.026,0.161,0.049,0.029,7,0,7,7,5.1,0,25,1,0,1,14,2,0,44,0.12,0,0,4.4,0.022,0.084,0.094,0,140,"1 cup, slices",161,"1 cup, cubes",10
11300,peas,88.89,42,2.8,0.2,0.56,7.55,2.6,4,43,2.08,24,53,200,4,0.27,0.079,0.244,0.7,60,0.15,0.08,0.6,0.75,0.16,42,0,42,42,17.4,0,1087,54,0,44,630,0,0,740,0.39,0,0,25,0.039,0.021,0.089,0,98,"1 cup, chopped",63,"1 cup, whole",6
12142,pecans,3.52,691,9.17,71.97,1.49,13.86,9.6,3.97,70,2.53,121,277,410,0,4.53,1.2,4.5,3.8,1.1,0.66,0.13,1.167,0.863,0.21,22,0,22,22,40.5,0,56,3,0,0,29,9,0,17,1.4,0,0,3.5,6.18,40.801,21.614,0,109,"1 cup, chopped",99,"1 cup, halves",47
19310,pectin,8.7,325,0.3,0.3,0.3,90.4,8.6,,7,2.71,1,2,7,200,0.47,0.42,0.07,0,0,0.008,0.06,0.005,0.11,0.01,1,0,1,1,,0,3,0,0,,,,,,,,,,0.05,0.01,0.09,0,50,"1 package, (1.75 oz)",,,0
11230,pepeao,11.14,298,4.82,0.44,2.57,81.03,,,113,6.14,146,116,708,70,7.52,5.07,1.151,45.3,1.4,0.826,0.35,3,21.477,0.95,160,0,160,160,,0,0,0,0,,,,,,,0,0,,,,,0,24,1 cup,,,13
02030,pepper,12.46,251,10.39,3.26,4.49,63.95,25.3,0.64,443,9.71,171,158,1329,20,1.19,1.33,12.753,4.9,0,0.108,0.18,1.143,1.399,0.291,17,0,17,17,11.3,0,547,27,0,12,310,25,20,454,1.04,0,0,163.7,1.392,0.739,0.998,0,2.3,"1 tsp, ground",6.9,"1 tbsp, ground",0
28361,pepperidge farm,3.17,457,11.71,16.11,2.82,66.2,,0.69,114,4.26,26,177,199,874,1.45,0.133,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,10 goldfish,,,0
02064,peppermint,78.65,70,3.75,0.94,1.76,14.89,8,,243,5.08,80,73,569,31,1.11,0.329,1.176,,31.8,0.082,0.266,1.706,0.338,0.129,114,0,114,114,,0,4248,212,0,,,,,,,0,0,,0.246,0.033,0.508,0,0.1,2 leaves,3.2,2 tbsp,39
07057,pepperoni,28.55,504,19.25,46.28,4.74,1.18,0,0,19,1.33,18,158,274,1582,2.44,0.091,1.074,29,0,0.271,0.257,4.987,0.93,0.362,5,0,5,5,51.2,1.3,0,0,0,0,0,0,0,0,1.03,1.3,52,5.8,17.708,20.77,4.458,97,85,3 oz,2,1 piece,0
11329,peppers,92.5,21,0.9,0.1,1.4,5.1,1.3,3.12,7,0.5,14,17,187,1173,0.17,0.101,0.138,0.3,68,0.02,0.05,0.8,0.034,0.153,10,0,10,10,6.8,0,721,36,0,14,410,30,0,444,0.69,0,0,8.7,0.01,0.006,0.055,0,73,1 pepper,68,".5 cup, chopped or diced",0
15060,perch,79.13,91,19.39,0.92,1.24,0,0,0,80,0.9,30,200,269,62,1.11,0.15,0.7,12.6,1.7,0.07,0.1,1.52,0.75,0.12,5,0,5,5,65,1.9,30,9,9,0,0,0,0,0,0.2,3,118,0.1,0.185,0.152,0.368,90,60,1 fillet,85,3 oz,0
09263,persimmons,80.32,70,0.58,0.19,0.33,18.59,3.6,12.53,8,0.15,9,17,161,1,0.11,0.113,0.355,0.6,7.5,0.03,0.02,0.1,,0.1,8,0,8,8,7.6,0,1627,81,0,0,253,1447,159,834,0.73,0,0,2.6,0.02,0.037,0.043,0,168,"1 fruit, (2-1/2"" dia)",,,16
22987,pesto pasta primavera,77.9,101,3.8,3.8,1.5,13,2.4,1.4,65,0.9,,,143,265,,,,,7,,,,,,,,,,,,352,106,,,,,,,,,0,,0.7,1.9,1.2,2,283,1 entree,,,0
05153,pheasant,67.77,181,22.7,9.29,1.27,0,0,,12,1.15,20,214,243,40,0.96,0.065,0.017,15.7,5.3,0.072,0.143,6.426,0.928,0.66,6,0,6,6,,0.77,177,53,53,,,,,,,,,,2.7,4.32,1.18,71,85,3 oz,371,"1 unit, (yield from 1 lb ready-to-eat pheasant)",14
18338,phyllo dough,32.6,299,7.1,6,1.6,52.6,1.9,0.18,11,3.21,15,75,74,483,0.49,0.101,0.476,23.3,0,0.541,0.341,4.073,0.302,0.03,88,70,18,137,6.9,0,0,0,0,0,0,0,0,11,0.08,0,0,2.5,1.47,3.149,0.923,0,28.35,1 oz,19,"1 sheet, dough",0
07058,pickle loaf,60.29,225,11.23,15.95,4.07,8.46,1.5,8.46,109,1.33,34,153,371,1040,1.68,0.105,0.111,7.9,7.8,0.392,0.115,2.486,0.443,0.418,37,0,37,37,31.7,0.54,260,78,78,4,147,46,0,87,0.4,0.8,33,5.1,5.287,7.06,2.804,58,38,1 slice,57,2 slices,0
11944,pickle relish,71.65,91,1.5,0.46,3.04,23.35,1.5,,5,1.25,19,40,78,1091,0.21,0.082,0.015,0,1,0.04,0.04,0.5,0.007,0.015,1,0,1,1,,0,167,8,0,,,,,,,0,0,,0.044,0.227,0.11,0,15,1 tbsp,122,.5 cup,0
11937,pickles,94.34,12,0.5,0.3,2.45,2.41,1,1.07,57,0.26,7,16,117,809,0.1,0.028,0.062,0,2.3,0.045,0.057,0.109,0.201,0.035,8,0,8,8,3.4,0,125,6,0,13,53,30,0,28,0.03,0,0,17.3,0.079,0.005,0.122,0,35,"1 spear, small",7,1 slice,0
07062,picnic loaf,60.2,232,14.92,16.64,3.48,4.76,0,,47,1.02,15,125,267,1164,2.18,0.07,0.028,35.7,0,0.374,0.242,2.306,0.68,0.3,2,0,2,2,,1.5,0,0,0,,,,,,,1.2,48,,6.07,7.68,1.89,38,28,"1 slice, (1 oz) (4"" x 4"" x 3/32"" thick)",57,2 slices,0
18301,pie,52.2,237,1.9,11,0.9,34,1.6,15.65,11,0.45,7,24,65,201,0.16,0.046,0.182,1,3.2,0.028,0.027,0.263,0.119,0.038,27,23,4,43,7.2,0.01,124,32,31,0,9,6,0,9,1.52,0,0,3.5,3.797,4.388,2.198,0,28.35,1 oz,125,"1 piece, (1/8 of 9"" dia)",0
18332,pie crust,7.6,518,6.9,31.4,2,52.1,,,61,2.22,15,86,64,753,0.4,0.075,0.315,22.9,0,0.392,0.213,2.727,0.268,0.064,104,86,18,164,,0,0,0,0,,,,,,,,,,7.974,17.887,3.968,0,28.35,1 oz,284,"1 package, (10 oz)",0
19312,pie fillings,73.4,100,0.1,0.1,0.3,26.1,1,13.8,4,0.29,2,7,45,47,0.04,0.055,0.027,0.3,1.7,0.012,0.011,0.035,0.042,0.016,0,0,0,0,2.8,0,24,2,0,0,10,8,0,11,0.04,0,0,0.5,0,0,0,0,74,.125 can,85,1 serving,0
11344,pigeon peas,65.88,136,7.2,1.64,1.4,23.88,5.1,3,42,1.6,68,127,552,5,1.04,0.134,0.574,1.5,39,0.4,0.17,2.2,0.68,0.068,173,0,173,173,45.8,0,67,3,0,0,40,0,0,190,0.39,0,0,24,0.354,0.013,0.873,0,154,1 cup,4,10 seeds,52
16101,pigeon peas (red gm),10.59,343,21.7,1.49,3.45,62.78,15,,130,5.23,183,367,1392,17,2.76,1.057,1.791,8.2,0,0.643,0.187,2.965,1.266,0.283,456,0,456,456,,0,28,1,0,,,,,,,0,0,,0.33,0.012,0.814,0,205,1 cup,,,0
15062,pike,78.92,88,19.26,0.69,1.2,0,0,0,57,0.55,31,220,259,39,0.67,0.051,0.24,12.6,3.8,0.058,0.063,2.3,0.75,0.117,15,0,15,15,65,2,70,21,21,0,0,0,0,0,0.2,2.5,99,0.1,0.118,0.157,0.202,39,85,3 oz,198,.5 fillet,0
35234,piki bread,8.98,390,9.06,7.16,2.58,72.22,9.2,1.6,184,6.11,181,374,604,60,3.75,0.286,1.82,14.6,,0.16,0.05,2.92,0.72,0.542,,,,,,,3,0,,0,1,1,0,9,0.76,,,0.2,0.819,1.783,1.623,,28,1 piece,19,1 piece,0
18629,pillsbury,39.89,236,6.4,2.79,3.86,47.07,1.6,4.46,23,2.6,,,,854,,,,,0,,,,,,,,,,,,0,0,,,,,,,,,,,0.42,,,0,64,1 biscuit,64,1 serving,0
18634,pillsbury golden layer buttermilk biscuits,35.5,307,5.88,13.24,3.5,41.18,1.2,5.88,,2.12,,,,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.941,,,0,34,1 serving,,,0
18633,pillsbury grs,36.12,293,6.16,11.34,3.98,42.41,1.5,4.6,23,2.34,,,,1066,,,,,0,,,,,,,,,,,,0,0,,,,,,,,,,,4.07,,,0,34,1 biscuit,,,0
11943,pimento,93.1,23,1.1,0.3,0.4,5.1,1.9,2.71,6,1.68,6,17,158,14,0.19,0.049,0.092,0.2,84.9,0.017,0.06,0.615,0.01,0.215,6,0,6,6,6.3,0,2655,133,0,238,1474,0,0,366,0.69,0,0,8.3,0.045,0.02,0.161,0,12,1 tbsp,192,1 cup,0
12149,pine nuts,5.9,629,11.57,60.98,2.26,19.3,10.7,,8,3.06,234,35,628,72,4.28,1.035,4.333,,2,1.243,0.223,4.37,0.21,0.111,58,0,58,58,,0,29,1,0,,,,,,,0,0,,9.377,22.942,25.668,0,28.35,1 oz,1,10 nuts,43
09266,pineapple,86,50,0.54,0.12,0.22,13.12,1.4,9.85,13,0.29,12,8,109,1,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.213,0.112,18,0,18,18,5.5,0,58,3,0,0,35,0,0,0,0.02,0,0,0.7,0.009,0.013,0.04,0,165,"1 cup, chunks",905,1 fruit,49
09266,pineapple chunks,86,50,0.54,0.12,0.22,13.12,1.4,9.85,13,0.29,12,8,109,1,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.213,0.112,18,0,18,18,5.5,0,58,3,0,0,35,0,0,0,0.02,0,0,0.7,0.009,0.013,0.04,0,165,"1 cup, chunks",905,1 fruit,49
09273,pineapple juc,86.37,53,0.36,0.12,0.28,12.87,0.2,9.98,13,0.31,12,8,130,2,0.11,0.069,0.504,0.1,10,0.058,0.021,0.199,0.056,0.1,18,0,18,18,3.3,0,5,0,0,0,3,0,0,0,0.02,0,0,0.3,0.008,0.014,0.042,0,250,1 cup,31.3,1 fl oz,0
35207,pinon nuts,5,541,7.41,34.08,2.45,51.06,43.4,,18,3.53,152,345,458,310,2.89,0.654,1.74,,0,0.212,0.222,1.63,0.791,0.116,7,,7,,,,,,,,,,,,11.3,,,,3.21,15.57,14.42,,,,,,0
12151,pistachio nuts,4.37,560,20.16,45.32,2.99,27.17,10.6,7.66,105,3.92,121,490,1025,1,2.2,1.3,1.2,7,5.6,0.87,0.16,1.3,0.52,1.7,51,0,51,51,,0,516,26,0,10,305,0,,2903,2.86,0,0,,5.907,23.257,14.38,0,123,1 cup,28.35,"1 oz, (49 kernels)",47
09276,pitanga,90.81,33,0.8,0.4,0.5,7.49,,,9,0.2,12,11,103,3,,,,,26.3,0.03,0.04,0.3,,,,,,,,0,1500,75,0,,,,,,,,,,,,,0,173,1 cup,7,"1 fruit, without refuse",12
21224,pizza,46.28,268,10.36,12.28,2.06,29.02,2.2,3.57,179,2.27,23,179,152,447,1.32,0.227,0.291,21.5,1.2,0.211,0.258,2.196,0.219,0.083,38,38,0,65,14.3,0.78,342,66,58,0,88,0,1829,34,1.01,0,0,6.6,4.272,4.246,1.903,14,81,"1 serving, 9 servings per 24 oz package",151,"1 serving, 3 servings per 15.1 oz package",0
32012,pizza rolls,27.86,328,8.73,9.98,2.72,50.72,1.2,3.74,125,1.8,20,137,301,599,0.73,0.131,,12.1,0,0.202,0.212,2.075,0.146,0.07,46,35,11,71,13.5,0.26,519,67,50,7,209,0,6530,4,1.59,0,1,4.6,2.494,3.849,2.853,6,80,"1 serving, 6 rolls",,,0
18288,plain pancakes,48.37,233,5.23,6.83,1.82,37.75,1,8.32,78,5.67,14,215,90,461,0.4,0.072,0.285,10.8,0.3,0.7,0.38,6.357,0.34,0.52,71,57,14,110,14.6,2.8,1511,453,453,0,1,0,0,59,0.62,0,0,6.5,1.162,1.554,3.831,18,28.35,1 oz,41,1 pancake,0
09277,plantains,65.28,122,1.3,0.37,1.17,31.89,2.3,15,3,0.6,37,34,499,4,0.14,0.081,,1.5,18.4,0.052,0.054,0.686,0.26,0.299,22,0,22,22,13.5,0,1127,56,0,438,457,0,0,30,0.14,0,0,0.7,0.143,0.032,0.069,0,148,"1 cup, sliced",179,1 medium,35
09279,plum,87.23,46,0.7,0.28,0.37,11.42,1.4,9.92,6,0.17,7,16,157,0,0.1,0.057,0.052,0,9.5,0.028,0.026,0.417,0.135,0.029,5,0,5,5,1.9,0,345,17,0,0,190,35,0,73,0.26,0,0,6.4,0.017,0.134,0.044,0,165,"1 cup, sliced",66,"1 fruit, (2-1/8"" dia)",6
09279,plums,87.23,46,0.7,0.28,0.37,11.42,1.4,9.92,6,0.17,7,16,157,0,0.1,0.057,0.052,0,9.5,0.028,0.026,0.417,0.135,0.029,5,0,5,5,1.9,0,345,17,0,0,190,35,0,73,0.26,0,0,6.4,0.017,0.134,0.044,0,165,"1 cup, sliced",66,"1 fruit, (2-1/8"" dia)",6
11349,poi,71.64,112,0.38,0.14,0.61,27.23,0.4,0.39,16,0.88,24,39,183,12,0.22,0.166,0.37,0.7,4,0.13,0.04,1.1,0.293,0.273,21,0,21,21,16.7,0,66,3,0,0,31,17,0,0,2.3,0,0,1,0.029,0.011,0.058,0,240,1 cup,,,0
11350,pokeberry shoots,91.6,23,2.6,0.4,1.7,3.7,1.7,,53,1.7,18,44,242,23,0.24,0.157,0.418,0.9,136,0.08,0.33,1.2,0.049,0.146,16,0,16,16,,0,8700,435,0,,,,,,,0,0,,,,,0,160,1 cup,,,
07059,polish sausage,53.15,326,14.1,28.72,2.4,1.63,0,,12,1.44,14,136,237,876,1.93,0.09,0.049,17.7,1,0.502,0.148,3.443,0.45,0.19,2,0,2,2,,0.98,0,0,0,,,,,,,,,,10.33,13.52,3.08,70,85,3 oz,227,"1 sausage, (10"" long x 1-1/4"" dia)",0
15065,pollock,78.18,92,19.44,0.98,1.41,0,0,0,60,0.46,67,221,356,86,0.47,0.05,0.015,36.5,0,0.047,0.185,3.27,0.358,0.287,3,0,3,3,75.8,3.19,46,14,14,0,0,0,0,0,0.23,1,42,0.1,0.135,0.112,0.483,71,85,3 oz,193,.5 fillet,0
09442,pomegranate juice,85.95,54,0.15,0.29,0.49,13.13,0.1,12.65,11,0.1,7,11,214,9,0.09,0.021,0.095,0.3,0.1,0.015,0.015,0.233,0.285,0.04,24,0,24,24,4.8,0,0,0,0,0,0,0,0,0,0.38,0,0,10.4,0.077,0.059,0.05,0,249,1 cup,31.4,1 fl oz,0
09286,pomegranate,77.93,83,1.67,1.17,0.53,18.7,4,13.67,10,0.3,12,36,236,3,0.35,0.158,0.119,0.5,10.2,0.067,0.053,0.293,0.377,0.075,38,0,38,38,7.6,0,0,0,0,0,0,0,0,0,0.6,0,0,16.4,0.12,0.093,0.079,0,87,".5 cup, arils (seed/juice sacs)",282,"1 pomegranate, (4"" dia)",44
09286,pomegranates,77.93,83,1.67,1.17,0.53,18.7,4,13.67,10,0.3,12,36,236,3,0.35,0.158,0.119,0.5,10.2,0.067,0.053,0.293,0.377,0.075,38,0,38,38,7.6,0,0,0,0,0,0,0,0,0,0.6,0,0,16.4,0.12,0.093,0.079,0,87,".5 cup, arils (seed/juice sacs)",282,"1 pomegranate, (4"" dia)",44
15068,pompano,71.12,164,18.48,9.47,1.1,0,0,0,22,0.6,27,195,381,65,0.72,0.038,0.013,36.5,0,0.56,0.12,3,0.75,0.2,15,0,15,15,51.5,1.3,132,40,40,0,0,0,0,0,0.18,11,439,0.1,3.509,2.586,1.137,50,28.35,"1 oz, boneless",112,1 fillet,0
19034,popcorn,3.32,387,12.94,4.54,1.42,77.78,14.5,0.87,7,3.19,144,358,329,8,3.08,0.262,1.113,0,0,0.104,0.083,2.308,0.51,0.157,31,0,31,31,21.2,0,196,10,0,58,89,0,0,1450,0.29,0,0,1.2,0.637,0.95,2.318,0,8,1 cup,28.35,1 oz,0
21415,popeyes,26.52,401,6,23.71,2.81,40.95,3.8,3.46,108,2.51,13,309,173,745,0.49,0.066,0.3,4.1,,0.46,0.277,3.24,0.455,0.047,91,,,,,0,212,64,64,,,,,,1.02,,,,11.515,5.686,4.379,2,60,1 biscuit,,,0
18339,popovers,11.7,371,10.4,4.3,2.6,71,,,32,2.97,25,100,100,906,0.88,0.171,0.741,37.6,0.1,0.43,0.147,3.378,0.48,0.042,145,120,25,229,,0.08,0,0,0,,,,,,,,,,0.983,1.984,0.823,0,28.35,1 oz,170,"1 package, (6 oz)",0
